show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int,duration_type,added_year,added_month
s4365,movie,My Little Pony Friendship Is Magic: Best Gift Ever,"Denny Lu, Mike Myhre","Tara Strong, Andrea Libman, Ashleigh Ball, Cathy Weseluck, Tabitha St. Germain, John de Lancie, Sam Vincent, Garry Chalk",United States,"November 25, 2018",2018,TV-Y,44 min,Children & Family Movies,"The ponies get in the spirit of the holidays by drawing names for a gift exchange, then race around Equestria in search of the perfect presents.",44,minutes,2018,11
s4390,tv show,Beyblade Burst Evolution,Unknown,"Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",Unknown,"November 15, 2018",2017,TV-Y,1 Season,"Anime Series, Kids' TV","Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.",1,seasons,2018,11
s5361,tv show,Surviving Escobar - Alias JJ,Unknown,"Juan Pablo Urrego, Amparo Grisales, Nicole Santamaría, Elkin Díaz, Francisco Javier Rueda, Ramsés Ramos, Lina Marcela Castrillón, Toto Vega, Camilo Sáenz, Mijail Mulkay, Natasha Klauss, Nelson Camayo",Unknown,"August 1, 2017",2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","As the Medellín Cartel crumbles, Pablo Escobar's No. 1 hit man struggles to stay alive and gain respect in the prison hierarchy.",1,seasons,2017,8
s3765,movie,I Am Mother,Grant Sputore,"Clara Rugaard, Rose Byrne, Hilary Swank, Luke Hawker",Australia,"June 7, 2019",2019,TV-PG,114 min,"International Movies, Sci-Fi & Fantasy, Thrillers","Following humanity's mass extinction, a teen raised alone by a maternal droid finds her entire world shaken when she encounters another human.",114,minutes,2019,6
s4772,tv show,The Joel McHale Show with Joel McHale,Unknown,Joel McHale,United States,"July 15, 2018",2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies","Trending news, pop culture, social media, original sketches and more come together in host Joel McHale's new weekly comedy commentary show.",2,seasons,2018,7
s4926,tv show,The Chalet,Unknown,"Chloé Lambert, Philippe Dusseau, Emilie de Preissac, Marc Ruchmann, Blanche Veisberg, Eric Savin, Nicolas Gob, Catherine Vinatier, Thierry Godard",France,"April 17, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Friends gathered at a remote chalet in the French Alps for a summer getaway are caught in a deadly trap as a dark secret from the past comes to light.,1,seasons,2018,4
s3501,movie,Between Two Ferns: The Movie,Scott Aukerman,"Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell",United States,"September 20, 2019",2019,TV-MA,83 min,Comedies,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.",83,minutes,2019,9
s3870,movie,Olympus Has Fallen,Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Finley Jacobsen, Dylan McDermott, Rick Yune, Angela Bassett, Melissa Leo, Radha Mitchell, Cole Hauser, Ashley Judd, Robert Forster",United States,"May 2, 2019",2013,R,119 min,Action & Adventure,A disgraced Secret Service agent must come to the rescue when Korean terrorists descend on the White House and take the president hostage.,119,minutes,2019,5
s3962,tv show,Pablo,Unknown,"Jake Williamson, Rachael Dickson, Sumita Majumdar, Michael White, Tony Finnegan, Scott Mulligan, Rosie King",United Kingdom,"March 30, 2019",2017,TV-Y,1 Season,"British TV Shows, Kids' TV","Equipped with crayons and his creativity, a boy with autism draws an imaginary world where his animal pals help him tackle real-life situations.",1,seasons,2019,3
s4671,tv show,Sisters,Unknown,"Lucy Durack, Antonia Prebble, Maria Angelico, Dan Spielman, Charlie Garber, Lindsay Farris, Zindzi Okenyo, Catherine McClements, Roy Billing, Magda Szubanski",Australia,"September 1, 2018",2018,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas",Her dad's deathbed confession leads Julia to discover she has more than 100 brothers and two sisters: troubled TV star Roxy and uptight lawyer Edie.,1,seasons,2018,9
s4857,tv show,Dance & Sing with True,Unknown,"Michela Luci, Jamie Watson, Anna Claire Bartlam, Dante Zee, Eric Peterson",Unknown,"May 18, 2018",2018,TV-Y,1 Season,Kids' TV,"True and her friends are making music – and they want you to dance and sing along. So cut loose, silly goose! These fun beats are totally sweet.",1,seasons,2018,5
s4954,movie,Metro,Ananda Krishnan,"Yogi Babu, Bobby Simha, Shirish",India,"April 1, 2018",2016,TV-14,116 min,"Dramas, International Movies, Thrillers","Disgusted by the gold-chain snatchers in his home city of Chennai, a man vows to combat the criminal menace by taking the law into his own hands.",116,minutes,2018,4
s2683,movie,For the Broken Hearted,Digo Ricio,"Yassi Pressman, Sam Concepcion, Louise De Los Reyes, Shy Carlos, Marco Gumabao, Katya Santos, Andrea Del Rosario, Lander Vera Perez, Christopher Roxas",Philippines,"April 15, 2020",2018,TV-14,93 min,"Dramas, International Movies, Romantic Movies","In three interwoven stories, love ends up in limbo as romantic partners navigate bliss, loss, failures and feelings while trying to make happiness last.",93,minutes,2020,4
s3516,tv show,Surviving R. Kelly,Unknown,R. Kelly,United States,"September 15, 2019",2019,TV-MA,1 Season,"Crime TV Shows, Docuseries","In this documentary series on the tangled history of allegations against musician R. Kelly, women give detailed accounts of sexual and mental abuse.",1,seasons,2019,9
s5158,tv show,Argon,Unknown,"Woo-hee Chun, Joo-hyuk Kim, Won-sang Park",South Korea,"November 22, 2017",2017,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Dramas","In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",1,seasons,2017,11
s2885,movie,The Visit,Oyefunke Fayoyin,"Nse Ikpe-Etim, Femi Jacobs, Blossom Chukwujekwu, Bayray McNwizu",Unknown,"February 26, 2020",2015,TV-MA,138 min,"Dramas, Independent Movies, International Movies","The lives of uptight, conservative Chidi and Eugenia are thrown into disarray when a loudmouthed, hard-partying new couple moves in next door.",138,minutes,2020,2
s4328,tv show,Memories of the Alhambra,Unknown,"Hyun Bin, Park Shin-hye, Park Hoon, Kim Yong-rim, Chanyeol, Lee Re, Lee Hak Joo, Lee Si-won, Kim Eui-sung",South Korea,"December 2, 2018",2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.",1,seasons,2018,12
s4757,movie,Iliza Shlesinger: Elder Millennial,Steve Paley,Iliza Shlesinger,United States,"July 24, 2018",2018,TV-MA,72 min,Stand-Up Comedy,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come.",72,minutes,2018,7
s4837,tv show,The Staircase,Unknown,Unknown,France,"June 8, 2018",2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, TV Mysteries","Accident or murder? After the mysterious death of his wife, author Michael Peterson watches his life go under the microscope.",1,seasons,2018,6
s4181,movie,Old Lord Savanna,André D'Elia,Leonardo Ribeiro,Brazil,"January 18, 2019",2018,TV-14,96 min,"Documentaries, International Movies",This documentary captures the environmental and societal impact of Brazil's Cerrado savanna suffering from severe deforestation.,96,minutes,2019,1
s4217,tv show,Déjà Vu,Unknown,"Mandy Wei, Yao Yuan Hao, Wang Si Ping, Yang Zheng, Jenna Wang, Nylon Chen",Unknown,"January 2, 2019",2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","After losing everything, a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her – but at a great price.",1,seasons,2019,1
s4233,movie,Bill Hicks: Revelations,Chris Bould,Bill Hicks,United Kingdom,"December 31, 2018",1993,TV-MA,56 min,Stand-Up Comedy,"In his final recorded special, the iconoclastic comedian channels Goat Boy and tackles provocative topics like British porn, pot and the priesthood.",56,minutes,2018,12
s4597,movie,Peace Haven,Suman Ghosh,"Soumitra Chatterjee, Paran Banerjee, Arun Mukherjee, Sujan Mukherjee","India, United States","October 1, 2018",2016,TV-14,73 min,"Comedies, Dramas, Independent Movies",Complications around the cremation of their deceased friend inspire three septuagenarian friends to build their own mortuary.,73,minutes,2018,10
s4871,movie,Hari Kondabolu: Warn Your Relatives,Bobcat Goldthwait,Hari Kondabolu,United States,"May 8, 2018",2018,TV-MA,67 min,Stand-Up Comedy,"Hari Kondabolu breaks down identity politics, celebrity encounters, his mango obsession and more in an unpredictable stand-up comedy special.",67,minutes,2018,5
s3388,movie,Master Z: The Ip Man Legacy,Yuen Woo-ping,"Zhang Jin, Dave Bautista, Michelle Yeoh, Tony Jaa, Liu Yan, Kevin Cheng, Chrissie Chow, Xing Yu","Hong Kong, China","October 23, 2019",2018,TV-14,108 min,"Action & Adventure, International Movies","In this spin-off, a martial arts expert once defeated by Ip Man is forced to abandon his reclusive lifestyle to combat a rising Chinese triad.",108,minutes,2019,10
s4528,tv show,Sofia the First,Unknown,"Ariel Winter, Darcy Rose Byrnes, Sara Ramirez, Tim Gunn, Coco Grayson, Travis Willingham, Wayne Brady, Jess Harnell, Meghan Strange, Zach Callison",United States,"October 8, 2018",2017,TV-Y,4 Seasons,Kids' TV,"When her commoner mother marries the king, average-girl Sofia finds that being a real princess isn't all it's cracked up to be.",4,seasons,2018,10
s5304,movie,Manoranjan,Shammi Kapoor,"Sanjeev Kumar, Zeenat Aman, Shammi Kapoor, Dev Kumar, Madan Puri, Paintal, Asit Kumar Sen, Agha, Murad, Shefali",India,"September 1, 2017",1974,TV-14,162 min,"Comedies, International Movies, Music & Musicals","After getting fired, a police officer connects with a prostitute he met on the job in a red-light district and sets out to keep her off the streets.",162,minutes,2017,9
s5322,tv show,Marvel's The Defenders,Unknown,"Charlie Cox, Krysten Ritter, Mike Colter, Finn Jones, Sigourney Weaver, Elodie Yung, Elden Henson, Jessica Henwick, Simone Missick, Rachael Taylor, Deborah Ann Woll, Rosario Dawson, Carrie-Anne Moss, Eka Darville, Scott Glenn",United States,"August 18, 2017",2017,TV-MA,1 Season,"Crime TV Shows, TV Action & Adventure, TV Dramas","Daredevil, Jessica Jones, Luke Cage and Iron Fist join forces to take on common enemies as a sinister conspiracy threatens New York City.",1,seasons,2017,8
s2669,movie,Earth and Blood,Julien Leclercq,"Sami Bouajila, Eriq Ebouaney, Samy Seghir, Sofia Lesaffre","France, Belgium","April 17, 2020",2020,TV-MA,81 min,"Dramas, International Movies, Thrillers",A sawmill owner and his teenage daughter become tangled in a deadly feud when a drug dealer stashes stolen cocaine on their remote property.,81,minutes,2020,4
s2824,movie,Miracle in Cell No. 7,Mehmet Ada Öztekin,"Aras Bulut İynemli, Nisa Sofiya Aksongur, Deniz Baysal, Celile Toyon Uysal, İlker Aksum, Mesut Akusta",Turkey,"March 13, 2020",2019,TV-14,132 min,"Dramas, International Movies","Separated from his daughter, a father with an intellectual disability must prove his innocence when he is jailed for the death of a commander's child.",132,minutes,2020,3
s3543,movie,Olmo & the Seagull,"Petra Costa, Lea Glob","Olivia Corsini, Sergio Nicolai, Arman Saribekyan, Sylvain Jailloux, Francis Ressort, Pancho Garcia Aguirre, Shaghayegh Beheshti, Elena Bellei, Sébastien Brottet-Michel, Célia Catalifo","Denmark, Brazil, France, Portugal, Sweden","September 1, 2019",2014,TV-MA,82 min,"Dramas, Independent Movies, International Movies",A pregnancy forces an actress out of her latest play and into a difficult confrontation with her own rapidly transforming reflection.,82,minutes,2019,9
s4872,movie,My Fuhrer,Dani Levy,"Helge Schneider, Ulrich Mühe, Sylvester Groth, Adriana Altaras, Stefan Kurt, Ulrich Noethen, Lambert Hamel, Udo Kroschwald, Torsten Michaelis, Axel Werner",Germany,"May 7, 2018",2007,TV-14,91 min,"Comedies, International Movies",Germany's most celebrated actor is commissioned by Nazi propagandist Joseph Goebbels to prepare the leader of the Third Reich to deliver a speech.,91,minutes,2018,5
s2937,movie,Azali,Kwabena Gyansah,"Ama K. Abebrese, Asana Alhassan, Adjetey Anang, Akofa Edjeani Asiedu, Emmanuel Nii Adom Quaye, Peter Ritchie",Ghana,"February 7, 2020",2018,TV-14,89 min,"Dramas, International Movies","Sent away to evade an arranged marriage, a 14-year-old begins a harrowing journey of sex work and poverty in the slums of Accra.",89,minutes,2020,2
s3273,movie,K-on! the movie,Naoko Yamada,"Aki Toyosaki, Yoko Hikasa, Satomi Sato, Minako Kotobuki, Ayana Taketatsu, Asami Sanada, Madoka Yonezawa, Chika Fujito, Yoriko Nagata",Japan,"November 15, 2019",2011,TV-PG,110 min,"Anime Features, Music & Musicals",The seniors in Sakuragaoka High School's music club live out the graduation trip of their dreams when they celebrate by performing in London.,110,minutes,2019,11
s4245,movie,Tim Allen: Men Are Pigs,Ellen Brown,Tim Allen,United States,"December 31, 2018",1990,TV-MA,30 min,Stand-Up Comedy,"\"Standup comedian Tim Allen delivers a set dedicated to \"\"men stuff\"\" like lawn care",30,minutes,2018,12
s4580,movie,Kismat Konnection,Aziz Mirza,"Shahid Kapoor, Vidya Balan, Juhi Chawla, Om Puri, Vishal Malhotra, Karanvir Bohra, Amit Varma",India,"October 1, 2018",2008,TV-14,145 min,"Comedies, Dramas, International Movies","A man finds his lucky charm in the form of a woman whom he had once clashed with on every level, but on whose presence he must now rely to succeed.",145,minutes,2018,10
s4633,tv show,The Good Cop,Unknown,"Tony Danza, Josh Groban, Monica Barbaro, Isiah Whitlock Jr.",United States,"September 21, 2018",2018,TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas","When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.",1,seasons,2018,9
s5103,movie,Goon: Last of the Enforcers,Jay Baruchel,"Seann William Scott, Alison Pill, Liev Schreiber, Marc-André Grondin, Wyatt Russell, Elisha Cuthbert, Callum Keith Rennie, Jason Jones, Kim Coates, T.J. Miller",Canada,"December 30, 2017",2016,R,102 min,"Comedies, International Movies, Sports Movies","Injury and family push hockey player Doug Glatt into retirement, but his plans change when his beloved former team appoints his nemesis as captain.",102,minutes,2017,12
s3513,movie,Sebastian Maniscalco: What's Wrong with People?,Manny Rodriguez,Sebastian Maniscalco,United States,"September 17, 2019",2012,TV-MA,76 min,Stand-Up Comedy,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special.",76,minutes,2019,9
s2731,movie,Kabhi Alvida Naa Kehna,Karan Johar,"Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji, Preity Zinta, Kiron Kher, Arjun Rampal",India,"April 1, 2020",2006,TV-14,192 min,"Dramas, International Movies, Romantic Movies","Unhappy in their respective marriages, an ex-footballer and a teacher find true love in each other, but guilt, jealousy and tragedy cloud their affair.",192,minutes,2020,4
s3193,tv show,Eastsiders,Unknown,"Kit Williamson, Van Hansis, Constance Wu, Matthew McKelligon, John Halbach, Stephen Guarino",United States,"December 1, 2019",2018,TV-MA,4 Seasons,"TV Comedies, TV Dramas",Cal turns to his friends for help through a hilariously dark time when he discovers that his partner Thom's been cheating on him.,4,seasons,2019,12
s5078,tv show,Godzilla,"Kobun Shizuno, Hiroyuki Seshita","Mamoru Miyano, Takahiro Sakurai, Kana Hanazawa, Tomokazu Sugita, Yuki Kaji, Junichi Suwabe, Daisuke Ono, Kenta Miyake, Kenyu Horiuchi, Kazuya Nakai, Kazuhiro Yamaji",Japan,"January 17, 2018",2017,TV-14,1 Season,TV Shows,"A desperate group of refugees attempts to recolonize Earth 20,000 years after Godzilla took over. But one young man wants revenge above all else.",1,seasons,2018,1
s2996,movie,Airplane Mode,César Rodrigues,"Larissa Manoela, André Luiz Frambach, Erasmo Carlos, Mariana Amâncio, Amanda Orestes, Eike Duarte, Nayobe Nzainab, Katiuscia Canoro, Phellyx Moura, Dani Ornellas, Michel Bercovitch, Sílvia Lourenço",United States,"January 23, 2020",2020,TV-PG,97 min,"Comedies, International Movies, Romantic Movies","When Ana, an influencer, crashes her car while talking on the phone, she’s shipped to her grumpy grandfather's farm – and forced into a digital detox.",97,minutes,2020,1
